species_code,common_name,scientific_name,sort,family,slug
sonspa,Song Sparrow,Melospiza melodia,32995,Passerellidae,
linspa,Lincoln's Sparrow,Melospiza lincolnii,33028,Passerellidae,
swaspa,Swamp Sparrow,Melospiza georgiana,33033,Passerellidae,
rcgspa1,Rusty-crowned Ground-Sparrow,Melozone kieneri,33044,Passerellidae,gray-crowned-ground-sparrow
cantow,Canyon Towhee,Melozone fusca,33048,Passerellidae,
whttow1,White-throated Towhee,Melozone albicollis,33059,Passerellidae,
abetow,Abert's Towhee,Melozone aberti,33062,Passerellidae,
caltow,California Towhee,Melozone crissalis,33068,Passerellidae,
wegspa1,White-eared Ground-Sparrow,Melozone leucotis,33078,Passerellidae,
pregrs1,White-faced Ground-Sparrow,Melozone biarcuata,33083,Passerellidae,white-faced-ground-sparrow
russpa1,Rusty Sparrow,Aimophila rufescens,33085,Passerellidae,
rucspa,Rufous-crowned Sparrow,Aimophila ruficeps,33093,Passerellidae,
oaxspa1,Oaxaca Sparrow,Aimophila notosticta,33106,Passerellidae,
gnttow,Green-tailed Towhee,Pipilo chlorurus,33107,Passerellidae,
spotow,Spotted Towhee,Pipilo maculatus,33108,Passerellidae,
coltow1,Collared Towhee,Pipilo ocai,33146,Passerellidae,
rcbfin1,Rufous-capped Brushfinch,Atlapetes pileatus,33154,Passerellidae,
wnbfin1,White-naped Brushfinch,Atlapetes albinucha,33157,Passerellidae,white-naped-brushfinch
wesspi,Western Spindalis,Spindalis zena,33262,Spindalidae,
yebcha,Yellow-breasted Chat,Icteria virens,33281,Icteriidae,
yehbla,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,33285,Icteridae,
boboli,Bobolink,Dolichonyx oryzivorus,33286,Icteridae,
wesmea,Western Meadowlark,Sturnella neglecta,33287,Icteridae,
easmea,Eastern Meadowlark,Sturnella magna,33290,Icteridae,
lilmea2,Chihuahuan Meadowlark,Sturnella lilianae,33309,Icteridae,
yebcac1,Yellow-billed Cacique,Amblycercus holosericeus,33329,Icteridae,
yewcac1,Yellow-winged Cacique,Cassiculus melanicterus,33334,Icteridae,yellow-winged-cacique
chhoro1,Chestnut-headed Oropendola,Psarocolius wagleri,33351,Icteridae,
monoro1,Montezuma Oropendola,Psarocolius montezuma,33354,Icteridae,montezuma-oropendola
bkvori,Black-vented Oriole,Icterus wagleri,33394,Icteridae,
bawori1,Bar-winged Oriole,Icterus maculialatus,33397,Icteridae,bar-winged-oriole
bkcori,Black-cowled Oriole,Icterus prosthemelas,33398,Icteridae,
orcori,Orchard Oriole,Icterus spurius,33401,Icteridae,
hooori,Hooded Oriole,Icterus cucullatus,33404,Icteridae,
yebori1,Yellow-backed Oriole,Icterus chrysater,33416,Icteridae,
yetori1,Yellow-tailed Oriole,Icterus mesomelas,33423,Icteridae,
stbori,Streak-backed Oriole,Icterus pustulatus,33448,Icteridae,
bulori,Bullock's Oriole,Icterus bullockii,33460,Icteridae,
oraori1,Orange Oriole,Icterus auratus,33463,Icteridae,
spbori,Spot-breasted Oriole,Icterus pectoralis,33473,Icteridae,
altori,Altamira Oriole,Icterus gularis,33476,Icteridae,
audori,Audubon's Oriole,Icterus graduacauda,33483,Icteridae,
balori,Baltimore Oriole,Icterus galbula,33491,Icteridae,
blbori1,Black-backed Oriole,Icterus abeillei,33494,Icteridae,
scoori,Scott's Oriole,Icterus parisorum,33497,Icteridae,
rewbla,Red-winged Blackbird,Agelaius phoeniceus,33500,Icteridae,
tribla,Tricolored Blackbird,Agelaius tricolor,33530,Icteridae,
shicow,Shiny Cowbird,Molothrus bonariensis,33540,Icteridae,
brocow,Bronzed Cowbird,Molothrus aeneus,33549,Icteridae,
bnhcow,Brown-headed Cowbird,Molothrus ater,33556,Icteridae,
giacow,Giant Cowbird,Molothrus oryzivorus,33563,Icteridae,
melbla1,Melodious Blackbird,Dives dives,33566,Icteridae,
brebla,Brewer's Blackbird,Euphagus cyanocephalus,33574,Icteridae,
comgra,Common Grackle,Quiscalus quiscula,33576,Icteridae,
grtgra,Great-tailed Grackle,Quiscalus mexicanus,33587,Icteridae,
ovenbi1,Ovenbird,Seiurus aurocapilla,33669,Parulidae,
woewar1,Worm-eating Warbler,Helmitheros vermivorum,33673,Parulidae,
louwat,Louisiana Waterthrush,Parkesia motacilla,33675,Parulidae,
norwat,Northern Waterthrush,Parkesia noveboracensis,33676,Parulidae,
gowwar,Golden-winged Warbler,Vermivora chrysoptera,33679,Parulidae,
buwwar,Blue-winged Warbler,Vermivora cyanoptera,33680,Parulidae,
bawwar,Black-and-white Warbler,Mniotilta varia,33685,Parulidae,
prowar,Prothonotary Warbler,Protonotaria citrea,33686,Parulidae,
swawar,Swainson's Warbler,Limnothlypis swainsonii,33687,Parulidae,
crcwar,Crescent-chested Warbler,Oreothlypis superciliosa,33688,Parulidae,
tenwar,Tennessee Warbler,Leiothlypis peregrina,33695,Parulidae,
orcwar,Orange-crowned Warbler,Leiothlypis celata,33696,Parulidae,
colwar,Colima Warbler,Leiothlypis crissalis,33702,Parulidae,
lucwar,Lucy's Warbler,Leiothlypis luciae,33703,Parulidae,
naswar,Nashville Warbler,Leiothlypis ruficapilla,33704,Parulidae,
virwar,Virginia's Warbler,Leiothlypis virginiae,33709,Parulidae,
gycyel,Gray-crowned Yellowthroat,Geothlypis poliocephala,33715,Parulidae,
macwar,MacGillivray's Warbler,Geothlypis tolmiei,33728,Parulidae,
mouwar,Mourning Warbler,Geothlypis philadelphia,33729,Parulidae,
kenwar,Kentucky Warbler,Geothlypis formosa,33734,Parulidae,
blpyel1,Black-polled Yellowthroat,Geothlypis speciosa,33740,Parulidae,
belyel1,Belding's Yellowthroat,Geothlypis beldingi,33741,Parulidae,
altyel1,Altamira Yellowthroat,Geothlypis flavovelata,33748,Parulidae,
comyel,Common Yellowthroat,Geothlypis trichas,33749,Parulidae,
hooyel1,Hooded Yellowthroat,Geothlypis nelsoni,33770,Parulidae,
hoowar,Hooded Warbler,Setophaga citrina,33778,Parulidae,
amered,American Redstart,Setophaga ruticilla,33779,Parulidae,
camwar,Cape May Warbler,Setophaga tigrina,33781,Parulidae,
cerwar,Cerulean Warbler,Setophaga cerulea,33782,Parulidae,
norpar,Northern Parula,Setophaga americana,33784,Parulidae,
tropar,Tropical Parula,Setophaga pitiayumi,33787,Parulidae,
magwar,Magnolia Warbler,Setophaga magnolia,33800,Parulidae,
babwar,Bay-breasted Warbler,Setophaga castanea,33804,Parulidae,
bkbwar,Blackburnian Warbler,Setophaga fusca,33805,Parulidae,
yelwar,Yellow Warbler,Setophaga petechia,33807,Parulidae,
chswar,Chestnut-sided Warbler,Setophaga pensylvanica,33849,Parulidae,
bkpwar,Blackpoll Warbler,Setophaga striata,33853,Parulidae,
btbwar,Black-throated Blue Warbler,Setophaga caerulescens,33856,Parulidae,
palwar,Palm Warbler,Setophaga palmarum,33863,Parulidae,
pinwar,Pine Warbler,Setophaga pinus,33868,Parulidae,
yerwar,Yellow-rumped Warbler,Setophaga coronata,33874,Parulidae,
yetwar,Yellow-throated Warbler,Setophaga dominica,33883,Parulidae,
prawar,Prairie Warbler,Setophaga discolor,33896,Parulidae,
grawar,Grace's Warbler,Setophaga graciae,33904,Parulidae,graces-warbler
btywar,Black-throated Gray Warbler,Setophaga nigrescens,33910,Parulidae,
towwar,Townsend's Warbler,Setophaga townsendi,33916,Parulidae,
herwar,Hermit Warbler,Setophaga occidentalis,33920,Parulidae,
gchwar,Golden-cheeked Warbler,Setophaga chrysoparia,33927,Parulidae,golden-cheeked-warbler
btnwar,Black-throated Green Warbler,Setophaga virens,33928,Parulidae,
fatwar,Fan-tailed Warbler,Basileuterus lachrymosus,33934,Parulidae,fan-tailed-warbler
rucwar,Rufous-capped Warbler,Basileuterus rufifrons,33935,Parulidae,
rucwar4,Chestnut-capped Warbler,Basileuterus delattrii,33943,Parulidae,
gobwar1,Golden-browed Warbler,Basileuterus belli,33954,Parulidae,golden-browed-warbler
gcrwar,Golden-crowned Warbler,Basileuterus culicivorus,33960,Parulidae,
canwar,Canada Warbler,Cardellina canadensis,34054,Parulidae,
wlswar,Wilson's Warbler,Cardellina pusilla,34055,Parulidae,
refwar,Red-faced Warbler,Cardellina rubrifrons,34059,Parulidae,red-faced-warbler
redwar1,Red Warbler,Cardellina rubra,34060,Parulidae,
pihwar1,Pink-headed Warbler,Cardellina versicolor,34065,Parulidae,pink-headed-warbler
paired,Painted Redstart,Myioborus pictus,34066,Parulidae,
sltred,Slate-throated Redstart,Myioborus miniatus,34069,Parulidae,
rottan1,Rose-throated Tanager,Piranga roseogularis,34118,Cardinalidae,
heptan,Hepatic Tanager,Piranga flava,34122,Cardinalidae,
sumtan,Summer Tanager,Piranga rubra,34141,Cardinalidae,
scatan,Scarlet Tanager,Piranga olivacea,34145,Cardinalidae,
westan,Western Tanager,Piranga ludoviciana,34148,Cardinalidae,
flctan,Flame-colored Tanager,Piranga bidentata,34151,Cardinalidae,flame-colored-tanager
whwtan1,White-winged Tanager,Piranga leucoptera,34158,Cardinalidae,
rehtan1,Red-headed Tanager,Piranga erythrocephala,34163,Cardinalidae,
rcatan1,Red-crowned Ant-Tanager,Habia rubica,34168,Cardinalidae,
rtatan1,Red-throated Ant-Tanager,Driophlox fuscicauda,34190,Cardinalidae,
crcgro,Crimson-collared Grosbeak,Periporphyrus celaeno,34213,Cardinalidae,
blfgro1,Black-faced Grosbeak,Caryothraustes poliogaster,34215,Cardinalidae,
norcar,Northern Cardinal,Cardinalis cardinalis,34224,Cardinalidae,
pyrrhu,Pyrrhuloxia,Cardinalis sinuatus,34244,Cardinalidae,
yelgro,Yellow Grosbeak,Pheucticus chrysopeplus,34250,Cardinalidae,yellow-grosbeak
robgro,Rose-breasted Grosbeak,Pheucticus ludovicianus,34266,Cardinalidae,
bkhgro,Black-headed Grosbeak,Pheucticus melanocephalus,34268,Cardinalidae,
rebcha1,Red-breasted Chat,Granatellus venustus,34274,Cardinalidae,red-breasted-chat
grtcha1,Gray-throated Chat,Granatellus sallaei,34277,Cardinalidae,gray-throated-chat
blusee1,Blue Seedeater,Amaurospiza concolor,34283,Cardinalidae,blue-seedeater
bubgro1,Blue-black Grosbeak,Cyanoloxia cyanoides,34290,Cardinalidae,
blubun,Blue Bunting,Cyanocompsa parellina,34303,Cardinalidae,
blugrb1,Blue Grosbeak,Passerina caerulea,34308,Cardinalidae,
lazbun,Lazuli Bunting,Passerina amoena,34316,Cardinalidae,
indbun,Indigo Bunting,Passerina cyanea,34317,Cardinalidae,
robbun1,Rose-bellied Bunting,Passerina rositae,34321,Cardinalidae,rose-bellied-bunting
orbbun1,Orange-breasted Bunting,Passerina leclancherii,34322,Cardinalidae,orange-breasted-bunting
varbun,Varied Bunting,Passerina versicolor,34325,Cardinalidae,
paibun,Painted Bunting,Passerina ciris,34331,Cardinalidae,
dickci,Dickcissel,Spiza americana,34337,Cardinalidae,
grhtan1,Gray-headed Tanager,Eucometis penicillata,34448,Thraupidae,
btstan1,Black-throated Shrike-Tanager,Lanio aurantius,34495,Thraupidae,
crctan1,Crimson-collared Tanager,Ramphocelus sanguinolentus,34502,Thraupidae,
y00599,Scarlet-rumped Tanager,Ramphocelus passerinii,34509,Thraupidae,
bugtan,Blue-gray Tanager,Thraupis episcopus,34644,Thraupidae,
yewtan1,Yellow-winged Tanager,Thraupis abbas,34667,Thraupidae,
azrtan1,Azure-rumped Tanager,Poecilostreptus cabanisi,34703,Thraupidae,azure-rumped-tanager
gohtan1,Golden-hooded Tanager,Stilpnia larvata,34734,Thraupidae,golden-hooded-tanager
shihon1,Shining Honeycreeper,Cyanerpes lucidus,34878,Thraupidae,
relhon1,Red-legged Honeycreeper,Cyanerpes cyaneus,34887,Thraupidae,
grehon1,Green Honeycreeper,Chlorophanes spiza,34901,Thraupidae,
cibflo1,Cinnamon-bellied Flowerpiercer,Diglossa baritula,35019,Thraupidae,cinnamon-bellied-flowerpiercer
gryfin1,Grassland Yellow-Finch,Sicalis luteola,35194,Thraupidae,
blbgra1,Blue-black Grassquit,Volatinia jacarina,35222,Thraupidae,
rubsee1,Ruddy-breasted Seedeater,Sporophila minuta,35243,Thraupidae,
tbsfin1,Thick-billed Seed-Finch,Sporophila funerea,35258,Thraupidae,
varsee3,Variable Seedeater,Sporophila corvina,35272,Thraupidae,
whcsee1,Morelet's Seedeater,Sporophila morelleti,35287,Thraupidae,
whcsee2,Cinnamon-rumped Seedeater,Sporophila torqueola,35290,Thraupidae,
banana,Bananaquit,Coereba flaveola,35357,Thraupidae,
yefgra1,Yellow-faced Grassquit,Tiaris olivaceus,35404,Thraupidae,
butsal1,Buff-throated Saltator,Saltator maximus,35494,Thraupidae,
blhsal1,Black-headed Saltator,Saltator atriceps,35503,Thraupidae,
grasal2,Cinnamon-bellied Saltator,Saltator grandis,35517,Thraupidae,
